Linux 4.18.0-553.124.1.el8_10.x86_64 (l-test-poc-3) 	西元2026年07月03日 	_x86_64_	(4 CPU)

14時43分55秒  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
14時44分19秒  all    3.75    0.00    0.75    0.25    0.50    0.25    0.00    0.00    0.00   94.50
14時44分20秒  all    3.25    0.00    1.25    0.00    0.25    0.50    0.00    0.00    0.00   94.75
14時44分21秒  all    3.27    0.00    0.25    0.00    0.25    0.25    0.00    0.00    0.00   95.97
14時44分22秒  all    4.77    0.00    2.01    0.00    0.25    0.00    0.00    0.00    0.00   92.96
14時44分23秒  all    4.51    0.00    1.00    0.25    0.25    0.25    0.00    0.00    0.00   93.73
14時44分24秒  all    3.74    0.00    1.00    0.00    0.50    0.50    0.00    0.00    0.00   94.26
14時44分25秒  all    3.25    0.00    0.75    0.00    0.50    0.50    0.00    0.00    0.00   95.00
14時44分26秒  all    3.28    0.00    0.51    0.00    0.00    0.00    0.00    0.00    0.00   96.21
14時44分27秒  all    4.01    0.00    1.00    0.00    0.25    0.00    0.00    0.00    0.00   94.74
14時44分28秒  all    3.74    0.00    0.75    0.00    0.25    0.50    0.00    0.00    0.00   94.76
14時44分29秒  all    4.02    0.00    0.75    0.00    0.50    0.25    0.00    0.00    0.00   94.47
14時44分30秒  all    3.98    0.00    1.00    0.00    0.25    0.50    0.00    0.00    0.00   94.28
14時44分31秒  all    3.27    0.00    0.75    0.00    0.00    0.00    0.00    0.00    0.00   95.98
14時44分32秒  all    3.77    0.00    0.50    0.00    0.25    0.00    0.00    0.00    0.00   95.48
14時44分33秒  all    4.23    0.00    1.24    0.00    0.75    0.75    0.00    0.00    0.00   93.03
14時44分34秒  all    3.29    0.00    0.76    0.00    0.00    0.00    0.00    0.00    0.00   95.95
14時44分35秒  all    3.27    0.00    1.01    0.00    0.25    0.00    0.00    0.00    0.00   95.48
14時44分36秒  all    3.74    0.00    0.50    0.00    0.25    0.25    0.00    0.00    0.00   95.26
14時44分37秒  all    3.75    0.00    1.00    0.00    0.25    0.50    0.00    0.00    0.00   94.50
14時44分38秒  all    3.02    0.00    1.26    0.00    0.25    0.25    0.00    0.00    0.00   95.23
14時44分39秒  all    3.54    0.00    0.76    0.00    0.25    0.25    0.00    0.00    0.00   95.19
14時44分40秒  all    4.01    0.00    0.50    0.00    0.50    0.00    0.00    0.00    0.00   94.99
14時44分41秒  all    3.73    0.00    1.24    0.00    0.25    0.75    0.00    0.00    0.00   94.03
14時44分42秒  all    4.05    0.00    0.25    0.00    0.25    0.25    0.00    0.00    0.00   95.19
14時44分43秒  all    2.76    0.00    0.75    0.00    0.50    0.00    0.00    0.00    0.00   95.98
14時44分44秒  all    3.49    0.00    1.00    0.00    0.00    0.50    0.00    0.00    0.00   95.01
14時44分45秒  all    2.78    0.00    0.51    0.00    0.00    0.00    0.00    0.00    0.00   96.71
14時44分46秒  all    3.75    0.00    0.25    0.00    0.50    0.25    0.00    0.00    0.00   95.25
14時44分47秒  all    3.51    0.00    1.00    0.00    0.25    0.25    0.00    0.00    0.00   94.99
14時44分48秒  all    3.02    0.00    0.50    0.00    0.25    0.00    0.00    0.00    0.00   96.22
14時44分49秒  all    3.74    0.00    0.75    0.00    0.25    0.75    0.00    0.00    0.00   94.51
14時44分50秒  all    2.76    0.00    0.75    0.00    0.50    0.25    0.00    0.00    0.00   95.73
14時44分51秒  all    3.26    0.00    0.75    0.00    0.25    0.00    0.00    0.00    0.00   95.74
14時44分52秒  all    3.28    0.00    0.76    0.00    0.00    0.25    0.00    0.00    0.00   95.71
14時44分53秒  all    4.02    0.00    1.01    0.00    0.25    0.25    0.00    0.00    0.00   94.47
14時44分54秒  all    3.99    0.00    1.00    0.00    0.50    0.00    0.00    0.00    0.00   94.51
14時44分55秒  all    3.00    0.00    0.75    0.00    0.25    0.75    0.00    0.00    0.00   95.25
14時44分56秒  all    3.27    0.00    1.76    0.00    0.00    0.00    0.00    0.00    0.00   94.96
14時44分57秒  all    4.01    0.00    0.75    0.00    0.50    0.25    0.00    0.00    0.00   94.49
14時44分58秒  all    3.49    0.00    0.75    0.00    0.50    0.25    0.00    0.00    0.00   95.01
14時44分59秒  all    4.03    0.00    1.01    0.00    0.00    0.25    0.00    0.00    0.00   94.71
14時45分00秒  all    4.25    0.00    0.75    0.00    0.25    0.25    0.00    0.00    0.00   94.50
平均時間：  all    3.63    0.00    0.86    0.01    0.28    0.26    0.00    0.00    0.00   94.97
