Linux 4.18.0-553.124.1.el8_10.x86_64 (l-test-poc-2) 	西元2026年07月27日 	_x86_64_	(4 CPU)

15時46分22秒  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
15時46分46秒  all    1.50    0.00    1.00    0.50    0.50    0.75    0.00    0.00    0.00   95.75
15時46分47秒  all    2.27    0.00    1.01    0.25    0.00    0.25    0.00    0.00    0.00   96.21
15時46分48秒  all    2.49    0.00    2.00    0.75    0.00    0.25    0.00    0.00    0.00   94.51
15時46分49秒  all    2.24    0.00    1.25    0.25    1.00    0.25    0.00    0.00    0.00   95.01
15時46分50秒  all    1.77    0.00    1.01    0.51    0.00    0.51    0.00    0.00    0.00   96.21
15時46分51秒  all    2.26    0.00    0.75    0.50    0.00    0.25    0.00    0.00    0.00   96.24
15時46分52秒  all    1.50    0.00    1.00    0.25    0.75    0.50    0.00    0.00    0.00   95.99
15時46分53秒  all    2.26    0.00    1.26    0.50    0.25    0.00    0.00    0.00    0.00   95.73
15時46分54秒  all    1.75    0.00    1.00    0.50    0.00    0.50    0.00    0.00    0.00   96.24
15時46分55秒  all    1.51    0.00    1.01    0.76    0.00    0.50    0.00    0.00    0.00   96.22
15時46分56秒  all    1.25    0.00    0.50    0.25    1.00    0.25    0.00    0.00    0.00   96.74
15時46分57秒  all    1.76    0.00    1.51    0.50    0.00    0.00    0.00    0.00    0.00   96.22
15時46分58秒  all    1.76    0.00    1.01    0.25    0.00    0.76    0.00    0.00    0.00   96.22
15時46分59秒  all    1.75    0.00    1.00    0.25    0.50    0.25    0.00    0.00    0.00   96.26
15時47分00秒  all    1.26    0.00    0.76    0.51    0.51    0.25    0.00    0.00    0.00   96.72
15時47分01秒  all    2.26    0.00    1.01    0.75    0.00    0.25    0.00    0.00    0.00   95.73
15時47分02秒  all    1.51    0.00    1.01    0.25    0.25    0.50    0.00    0.00    0.00   96.47
15時47分03秒  all    1.50    0.00    1.50    0.50    0.50    0.50    0.00    0.00    0.00   95.50
15時47分04秒  all    1.77    0.00    1.01    0.00    0.51    0.25    0.00    0.00    0.00   96.46
15時47分05秒  all    1.77    0.00    0.76    0.51    0.00    0.00    0.00    0.00    0.00   96.97
15時47分06秒  all    2.01    0.00    1.25    0.50    0.00    0.75    0.00    0.00    0.00   95.49
15時47分07秒  all    2.00    0.00    0.75    0.00    1.00    0.25    0.00    0.00    0.00   96.00
15時47分08秒  all    1.76    0.00    1.01    0.76    0.00    0.25    0.00    0.00    0.00   96.22
15時47分09秒  all    1.51    0.00    1.26    0.25    0.25    0.25    0.00    0.00    0.00   96.48
15時47分10秒  all    1.75    0.00    1.00    0.75    0.25    0.75    0.00    0.00    0.00   95.51
15時47分11秒  all    2.52    0.00    1.01    0.00    0.50    0.25    0.00    0.00    0.00   95.72
15時47分12秒  all    2.01    0.00    1.00    0.75    0.25    0.25    0.00    0.00    0.00   95.74
15時47分13秒  all    2.02    0.00    1.01    0.25    0.25    0.25    0.00    0.00    0.00   96.21
15時47分14秒  all    2.02    0.00    0.76    0.25    0.25    0.51    0.00    0.00    0.00   96.21
15時47分15秒  all    1.74    0.00    1.24    0.75    0.50    0.50    0.00    0.00    0.00   95.27
15時47分16秒  all    2.27    0.00    1.26    0.25    0.25    0.00    0.00    0.00    0.00   95.97
15時47分17秒  all    1.76    0.00    1.01    0.50    0.00    0.50    0.00    0.00    0.00   96.23
15時47分18秒  all    1.75    0.00    0.75    0.25    0.50    0.50    0.00    0.00    0.00   96.24
15時47分19秒  all    1.76    0.00    1.01    0.50    0.25    0.25    0.00    0.00    0.00   96.23
15時47分20秒  all    1.77    0.00    0.76    0.51    0.25    0.00    0.00    0.00    0.00   96.72
15時47分21秒  all    1.98    0.00    1.73    0.25    0.50    0.74    0.00    0.00    0.00   94.80
15時47分22秒  all    1.76    0.00    0.50    0.25    0.00    0.00    0.00    0.00    0.00   97.49
15時47分23秒  all    1.25    0.00    1.25    0.00    0.25    0.25    0.00    0.00    0.00   96.99
15時47分24秒  all    0.75    0.00    0.50    0.25    0.25    0.25    0.00    0.00    0.00   98.01
15時47分25秒  all    0.25    0.00    0.50    0.00    0.25    0.00    0.00    0.00    0.00   98.99
15時47分26秒  all    0.50    0.00    0.00    0.25    0.25    0.00    0.00    0.00    0.00   98.99
15時47分27秒  all    0.75    0.00    1.00    0.00    0.00    0.25    0.00    0.00    0.00   98.00
平均時間：  all    1.81    0.00    1.06    0.39    0.29    0.33    0.00    0.00    0.00   96.12
